PRODUCT_ID,Y_Class,Y_Quality,TIMESTAMP,LINE,PRODUCT_CODE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TRAIN_000,1,0.533433333,2022-06-13 5:14,T050304,A_31,-4031352.2228090665,-188999.78278144286,-98448.19109917594,-59249.645284180435,-23590.498081130012,7802.277467224644,-1063.1361140216297,-8360.141115059347,2306.5272088524625,7172.135946508731,13953.783426403596,-4700.1597624512615,-9766.695592590719,-5548.365881382625,-438.15674223709556,-1456.3733322291512,6539.188222713031,-761.7365182087451,-914.0396709181592,-609.250299299156,-319.8748544097285,-41.27100331180938,-47.132831513062165,-57.716947190413826,-62.36004570182755,1486.4870978037497,-214.4795867692762,-39.31984758249098,-218.3636450388672,-241.7562077862225,-28.727776442327773,-26.257699544761255,-249.0644519040746,-114.19759554529357,-101.84682750219328,-11.789301916146739,-35.3209077831858,2.837015288903074,-42.15559283132672,-43.682589862898105,-15.015547916136615,11.448280119518065,37.456080335195566,3.425228819077289,90.74783157391508,51.13014215467302,12.654981414445954,59.08001745312405,-10.43325291100443,19.138264861397374
TRAIN_001,2,0.541819048,2022-06-13 5:22,T050307,A_31,-4024670.9419263257,-189204.31334282164,-98037.23975574774,-61361.420900148136,-9076.880883150072,-8405.596452155165,-10762.8963585724,7090.845228975914,-8833.06906953428,-1261.543664179327,-10929.494853373424,4313.423074169625,-412.48684300910776,-9340.643654588412,-11151.894078965102,2509.2384661220963,3271.8760273998723,3752.700168092729,-1314.798705161316,41.0279248524193,94.54221102811987,-50.23641012651621,181.96440797104435,-205.06816351360885,-151.15205616954242,79.40781647414236,1475.5788127893718,-262.3685336267311,-289.5560414083722,-511.9306531144787,-5.2631764420844,623.8158646760055,292.1008624727564,177.3715948222953,-14.572097672901714,-102.2341029757041,-88.29973531594457,61.85338255891153,-0.49651223785449716,24.079299949279157,24.896208535963734,-53.62262768462417,-27.061867829777544,-30.058153611269322,18.18063440994793,-11.1491579919947,28.804057021132003,6.853818361506568,11.427665104740019,-14.065922695286574
TRAIN_002,1,0.531266667,2022-06-13 5:30,T050304,A_31,-4018256.20057195,-190379.03359275905,-98316.0719151538,-62989.6876418014,-8168.155016251961,3391.060648880701,170.71313889808624,-9218.220585051617,3773.2791030870058,7593.258968321621,14102.403866951396,-5070.56612146322,-9931.450684695335,-4422.473841609508,1061.0581768712696,-2160.5308794272364,-5666.494955627244,704.1814653389279,46.19603705106968,-656.9896648686534,213.31458480767847,-104.91138919277343,-387.0749301794957,-82.81514357284331,-64.27601766563488,-116.82922137874819,-99.88851302359393,149.91635249335818,-20.047674808706955,-341.3664185828618,-62.4671437623595,-44.06033963404652,-312.14236287372535,-352.6518507494546,-47.599168142892296,-81.35146874450776,-64.65491585818133,34.19151449109218,-68.79056843801749,-56.25855969405357,-29.993134766961813,9.115573095001848,18.393490474917073,169.75805916574882,-10.579413819999814,-60.49842629062702,17.51537875242001,-19.27350004123759,-70.94498666604967,20.774532762509736
TRAIN_003,2,0.537325397,2022-06-13 5:39,T050307,A_31,-4009591.5312907645,-191970.2019521437,-98639.34281957669,-60850.526784077,-9177.480565996373,-8794.740105593855,-9649.047285620763,8055.2309901817625,-8363.914472480963,-944.2227417779941,-11032.938892561784,4440.218512776961,-418.03149812894236,-9506.374204336502,-11288.938516542783,2382.8459647446325,5270.958711347711,3740.4556130820274,-1051.267637267647,6.24469012153387,6.476215727325677,465.8667967030922,827.0835575010195,-487.4064613220881,-110.59256320855116,89.03678453351768,-43.221933283899,901.8546572612127,1893.8437727618184,-508.49036470642227,-48.55553478468331,-159.4717351859735,-126.17600188461485,193.17178615740661,-63.76724721903435,-50.36365898476847,-24.000271531088348,-52.79847303458327,-22.43267346823697,-6.964846938271528,34.3668632460751,-15.49297372726865,25.173542270412877,-67.73399422218247,22.09923759685002,7.180594452217204,-29.060443638034254,13.068211961071041,41.718499874347415,10.745277141539555
TRAIN_004,1,0.531590476,2022-06-13 5:47,T050304,A_31,-3968657.78461555,-198067.98595712235,-99404.23510046503,-60239.84160584763,-7822.963686264237,3401.4162739791213,397.5997643770931,-9025.9836087681,3839.8838818276304,7898.474800263098,13865.791281512236,-4511.266163911972,-9213.347766084393,-5101.493978919281,124.43190306072046,-1685.2665466989224,6598.559101239605,322.69869864353194,-1320.704654525884,-638.076988892185,-258.3669331780594,-2.1639663156446662,102.97616011925284,-296.6449461022205,164.0538102096808,-70.81385169114135,-228.64205356261914,84.17314112742656,-217.35010735838625,-401.20597928675113,-133.07887811897731,204.0880928172792,329.5483668356754,727.6899832762299,33.678824610930526,99.78450160769744,-8.338500515596904,-91.94382783122856,71.71550164423142,-40.556559774514774,-109.46378683291702,27.150504933311687,-18.21662417285751,18.027802617596663,24.14744784900639,77.9612194218069,14.417379281446076,14.638526184458646,0.6875313231940087,-2.2976184974063902
TRAIN_005,2,0.537833333,2022-06-13 5:55,T050307,A_31,-3962139.303048921,-199166.19841049556,-99587.52993074949,-61581.925249930544,-8887.660391210293,-9113.069952782183,-11471.705208125983,7702.087723548661,-9354.125113828482,-2037.1806467277395,-11337.531829339256,4454.758905299548,-223.39975689325402,-8864.511557688566,-7327.927805780315,1445.3254751211307,-1530.088659153989,1135.680238942926,-206.0290286979771,9.031072433733874,278.6025392565088,-46.518949731341124,82.61771451016557,50.90872366013293,-176.10041487220917,-0.27593802897014635,-198.9388322671023,251.71054654984562,-232.16607368526516,-196.60200654979195,-33.10168936047872,-140.79715151627786,-190.91870986613392,-115.2198343696832,27.885910689355498,-114.59646243286197,-162.95151618188424,3.9732242019838626,42.8522925521506,25.693082579754883,23.88306441072348,32.014447919347326,-15.850151981552399,-2.207754425414452,20.960505309356872,26.44493831552323,7.716856354186411,22.66169241747985,20.70473196823307,5.767680044694987
TRAIN_006,1,0.5336650789999999,2022-06-13 6:03,T050304,A_31,-3955717.8455208577,-200210.93848691275,-99769.9276038406,-61774.20760147403,-8178.750448792221,3124.6717092363006,58.824491327142105,-9534.709200219038,5046.572792385863,9648.424341904569,10706.86919635914,-10377.916112442656,-8508.383743570907,-2519.2157448023117,1110.3677040591979,-741.3750990081659,-1371.3931727949048,149.81931111478764,-370.25161424421754,-533.8170347894895,146.33341890042774,-122.85422884785272,-193.83556823884655,-202.44993136376672,-7.260902270205918,-152.9138318526104,-60.08551633393599,75.59832241620309,-120.69242406203922,-367.9428940423768,-87.34581302527431,140.94499509084184,117.0358927216511,426.26307968493495,24.218143600643216,-13.539986428975435,-48.368183353448735,37.00054321624276,-99.63239099882597,-47.53568867222871,-11.118164839822299,9.128579742145465,-16.320542952008466,21.216163790552233,-20.039485994131322,35.952983000558454,-34.06416308850481,8.322885031813122,18.77196547061469,-1.502375176300594
TRAIN_007,2,0.540003175,2022-06-13 6:11,T050307,A_31,-3947330.586874363,-201510.90479182274,-99940.46373960045,-61805.7377082762,-8865.81674948043,-9146.217294015478,-11481.743350721672,7680.233998007532,-9326.356751395979,-2028.8420778097013,-11316.939643726058,4376.584776749317,-349.7472780128275,-8776.985044905732,-7191.082401564078,1383.7472082387474,-3582.1526351447965,1191.2626316833496,28.118039205055666,9.938744539831646,363.0967416614013,-60.55061653849467,2.8249219923840823,78.78796834915178,-182.5916773662747,-72.70731793734555,-98.24839259190576,250.0794216537098,-190.48173249315454,-217.92178200161914,-36.93435916306333,-114.25035938581841,-92.69607034108631,62.468070954191035,33.44528213998502,-67.33969542707268,-141.93005572605398,-112.5318072539498,165.72863619174748,41.047406723218685,-74.9175787420109,48.32696528539791,1.4560460450257073,-6.110539637210316,28.07124985118328,16.56492823139058,13.63356964537172,-0.3068247368079451,1.9153523194637776,-11.258652404848997
TRAIN_008,1,0.531820635,2022-06-13 6:19,T050304,A_31,-3940162.346438893,-202725.85465129357,-100179.73104714116,-62369.45192444551,-8205.059350886815,2970.410229475086,-133.05310975959372,-9437.402726438624,4900.060377881089,9799.704178515993,10776.14296784822,-10545.489365125803,-8873.789726548479,-2503.344584747982,505.92799885904356,-568.804473682043,-5546.7799423097,-895.5160901774702,372.7827955463629,-391.1601822870729,201.17562243769353,-202.392567830652,-371.9172896615694,-26.374650255103376,-101.14332508836524,-181.45455154295271,51.4326008123143,111.57545582426717,-65.96511881384811,-338.86720457146475,-26.889559886240775,74.3714788105101,18.887346672730754,282.4620165357181,22.352024320839487,-43.69724791550535,-54.36373113645976,18.75385258978842,-91.40643844133764,-37.29702515065783,18.046647844570533,-7.386550230158448,14.972830920264327,8.047405105977843,39.437653840109874,19.270114919189236,-0.4900728585339697,8.466886384292637,11.172920564790614,9.286560484119711
TRAIN_009,2,0.5380492060000001,2022-06-13 6:28,T050307,A_31,-3928934.803177889,-204385.15344573138,-100361.20475791724,-60287.04951869412,-8972.67823742339,-9332.837594086,-11529.219404272795,7451.962564761673,-8119.743197961368,-45.023575803125105,-14753.383378628025,-789.1952881795224,1301.2582424428438,-7005.0643963891835,-7372.077625506497,2881.3146917743534,4824.795671089205,591.6881188818469,-882.8790322689189,124.67574551246078,134.4785123022052,-48.579671428387854,344.23990092860805,-101.40731865497656,-145.94692131211343,76.7474710631735,-208.71484283502443,163.3644548083707,-303.83642604584014,-180.0641915838614,-30.434146654874276,-86.16264723638061,-139.54498136250896,15.169460951315978,2.6841749483529553,-84.23656652845602,-152.35753384117413,14.090080542391108,31.870069834128028,34.03823011750429,2.8248858537477517,28.397043342833445,-6.803835944153986,-47.28199267067311,25.242791802920923,-20.494802857475214,10.07482365525919,11.745780596113446,16.305072077890458,6.8095839090281975
